month,state,handgun,long_gun,total,population
2010-12,Nevada,5046,4759,9805,2700551
2010-12,New Hampshire,2809,2747,5556,1316470
2010-12,New Jersey,2004,2778,4782,8791894
2010-12,New Mexico,4431,5658,10089,2059179
2010-12,New York,5392,16569,21961,19378102
2010-12,North Carolina,361,22141,22502,9535483
2010-12,North Dakota,984,3091,4075,672591
2010-12,Ohio,21429,22061,43490,11536504
2010-12,Oklahoma,11050,14617,25667,3751351
2010-12,Oregon,8088,12091,20179,3831074
2010-12,Pennsylvania,0,63195,63195,12702379
2010-12,Rhode Island,746,606,1352,1052567
2010-12,South Carolina,7545,11109,18654,4625364
2010-12,South Dakota,1826,4931,6757,814180
2010-12,Tennessee,18915,22001,40916,6346105
2010-12,Texas,43197,60696,103893,25145561
2010-12,Utah,3663,6960,10623,2763885
2010-12,Vermont,916,1391,2307,625741
2010-12,Virginia,14577,17746,32323,8001024
2010-12,Washington,12032,12873,24905,6724540
2010-12,West Virginia,5752,10146,15898,1852994
2010-12,Wisconsin,5978,11367,17345,5686986
2010-12,Wyoming,1783,2838,4621,563626
2010-11,Alabama,9943,17513,27456,4779736
2010-11,Arizona,7006,6547,13553,6392017
2010-11,Arkansas,3899,10722,14621,2915918
2010-11,California,18478,24984,43462,37253956
2010-11,Colorado,9975,12773,22748,5029196
2010-11,Connecticut,3878,3972,7850,3574097
2010-11,Delaware,805,1212,2017,897934
2010-11,District of Columbia,21,0,21,601723
2010-11,Florida,27691,19404,47095,18801310
2010-11,Georgia,7602,11566,19168,9687653
2010-11,Idaho,1692,3661,5353,1567582
2010-11,Illinois,9128,13938,23066,12830632
2010-11,Indiana,8862,14956,23818,6483802
2010-11,Iowa,40,6199,6239,3046355
2010-11,Kansas,4980,8773,13753,2853118
2010-11,Kentucky,6776,13152,19928,4339367
2010-11,Louisiana,7413,16069,23482,4533372
2010-11,Maine,1855,3824,5679,1328361
2010-11,Maryland,3175,6327,9502,5773552
2010-11,Massachusetts,2569,2280,4849,6547629
2010-11,Michigan,1303,17554,18857,9883640
2010-11,Minnesota,4196,11475,15671,5303925
2010-11,Mississippi,4088,13772,17860,2967297
2010-11,Missouri,11684,17214,28898,5988927
2010-11,Montana,1767,3879,5646,989415
2010-11,Nebraska,91,3930,4021,1826341
2010-11,Nevada,3774,3365,7139,2700551
2010-11,New Hampshire,2412,2639,5051,1316470
2010-11,New Jersey,2102,2903,5005,8791894
2010-11,New Mexico,3186,3819,7005,2059179
2010-11,New York,4811,18366,23177,19378102
2010-11,North Carolina,275,16136,16411,9535483
2010-11,North Dakota,792,3071,3863,672591
2010-11,Ohio,16886,22161,39047,11536504
2010-11,Oklahoma,8321,11041,19362,3751351
2010-11,Oregon,5850,8826,14676,3831074
2010-11,Pennsylvania,1,67043,67044,12702379
2010-11,Rhode Island,652,570,1222,1052567
2010-11,South Carolina,7017,8934,15951,4625364
2010-11,South Dakota,1312,4787,6099,814180
2010-11,Tennessee,14304,17217,31521,6346105
2010-11,Texas,31451,40228,71679,25145561
2010-11,Utah,2500,4273,6773,2763885
2010-11,Vermont,629,1615,2244,625741
2010-11,Virginia,12715,16299,29014,8001024
2010-11,Washington,9230,8812,18042,6724540
2010-11,West Virginia,3991,10722,14713,1852994
2010-11,Wisconsin,5242,15123,20365,5686986
2010-11,Wyoming,1082,1911,2993,563626
2010-10,Alabama,8410,12198,20608,4779736
2010-10,Arizona,7142,5384,12526,6392017
2010-10,Arkansas,3462,7811,11273,2915918
2010-10,California,21351,22352,43703,37253956
2010-10,Colorado,10017,11714,21731,5029196
2010-10,Connecticut,3782,3840,7622,3574097
2010-10,Delaware,735,947,1682,897934
2010-10,District of Columbia,25,1,26,601723
2010-10,Florida,26902,15965,42867,18801310
2010-10,Georgia,7606,10062,17668,9687653
2010-10,Idaho,1798,4213,6011,1567582
2010-10,Illinois,8918,10462,19380,12830632
2010-10,Indiana,9477,11402,20879,6483802
2010-10,Iowa,42,4289,4331,3046355
2010-10,Kansas,4950,6760,11710,2853118
2010-10,Kentucky,6796,9734,16530,4339367
2010-10,Louisiana,6792,14282,21074,4533372
2010-10,Maine,2141,5938,8079,1328361
2010-10,Maryland,2997,4430,7427,5773552
2010-10,Massachusetts,2805,2099,4904,6547629
2010-10,Michigan,1301,13893,15194,9883640
2010-10,Minnesota,5018,17640,22658,5303925
2010-10,Mississippi,3761,8297,12058,2967297
2010-10,Missouri,11534,15056,26590,5988927
2010-10,Montana,1902,5855,7757,989415
2010-10,Nebraska,89,3338,3427,1826341
2010-10,Nevada,3529,2744,6273,2700551
2010-10,New Hampshire,2570,3131,5701,1316470
2010-10,New Jersey,2122,2223,4345,8791894
2010-10,New Mexico,3322,3385,6707,2059179
2010-10,New York,5056,16813,21869,19378102
2010-10,North Carolina,230,11897,12127,9535483
2010-10,North Dakota,879,4913,5792,672591
2010-10,Ohio,16955,14932,31887,11536504
2010-10,Oklahoma,6962,8168,15130,3751351
2010-10,Oregon,6053,8402,14455,3831074
2010-10,Pennsylvania,1,56795,56796,12702379
2010-10,Rhode Island,625,578,1203,1052567
2010-10,South Carolina,4512,5403,9915,4625364
2010-10,South Dakota,1360,6299,7659,814180
2010-10,Tennessee,12943,12387,25330,6346105
2010-10,Texas,25858,33053,58911,25145561
2010-10,Utah,1995,3593,5588,2763885
2010-10,Vermont,776,1757,2533,625741
2010-10,Virginia,12655,12674,25329,8001024
2010-10,Washington,9138,9407,18545,6724540
2010-10,West Virginia,4156,8515,12671,1852994
2010-10,Wisconsin,5887,15155,21042,5686986
2010-10,Wyoming,938,1922,2860,563626
2010-09,Alabama,8294,10525,18819,4779736
2010-09,Arizona,7342,5704,13046,6392017
2010-09,Arkansas,3619,6236,9855,2915918
2010-09,California,18221,20434,38655,37253956
2010-09,Colorado,9991,10435,20426,5029196
2010-09,Connecticut,3678,3328,7006,3574097
2010-09,Delaware,717,808,1525,897934
2010-09,District of Columbia,27,1,28,601723
2010-09,Florida,25405,13802,39207,18801310
2010-09,Georgia,6953,7373,14326,9687653
2010-09,Idaho,1886,4020,5906,1567582
2010-09,Illinois,8469,9115,17584,12830632
2010-09,Indiana,8301,8792,17093,6483802
2010-09,Iowa,35,3312,3347,3046355
2010-09,Kansas,4118,5348,9466,2853118
2010-09,Kentucky,6340,7758,14098,4339367
2010-09,Louisiana,8185,13822,22007,4533372
2010-09,Maine,2072,4309,6381,1328361
2010-09,Maryland,2859,3701,6560,5773552
2010-09,Massachusetts,2501,1839,4340,6547629
2010-09,Michigan,1213,12889,14102,9883640
2010-09,Minnesota,4832,15363,20195,5303925
2010-09,Mississippi,3556,6433,9989,2967297
2010-09,Missouri,11250,11432,22682,5988927
2010-09,Montana,2109,4679,6788,989415
2010-09,Nebraska,65,2418,2483,1826341
2010-09,Nevada,3393,2757,6150,2700551
2010-09,New Hampshire,2321,2615,4936,1316470
2010-09,New Jersey,2033,1972,4005,8791894
2010-09,New Mexico,3302,3324,6626,2059179
2010-09,New York,4967,14319,19286,19378102
2010-09,North Carolina,207,9925,10132,9535483
2010-09,North Dakota,818,3270,4088,672591
2010-09,Ohio,14875,12466,27341,11536504
2010-09,Oklahoma,6721,6944,13665,3751351
2010-09,Oregon,6389,9154,15543,3831074
2010-09,Pennsylvania,0,51739,51739,12702379
2010-09,Rhode Island,588,506,1094,1052567
2010-09,South Carolina,4892,5055,9947,4625364
2010-09,South Dakota,1362,4227,5589,814180
2010-09,Tennessee,12033,10387,22420,6346105
2010-09,Texas,24093,34038,58131,25145561
2010-09,Utah,2045,3423,5468,2763885
2010-09,Vermont,849,1451,2300,625741
2010-09,Virginia,11106,10776,21882,8001024
2010-09,Washington,8816,9005,17821,6724540
2010-09,West Virginia,3630,6102,9732,1852994
2010-09,Wisconsin,5199,12920,18119,5686986
2010-09,Wyoming,1120,2036,3156,563626
2010-08,Alabama,9180,10361,19541,4779736
2010-08,Arizona,7333,5615,12948,6392017
2010-08,Arkansas,3431,4670,8101,2915918
2010-08,California,18686,22110,40796,37253956
2010-08,Colorado,11216,10872,22088,5029196
2010-08,Connecticut,3786,3259,7045,3574097
2010-08,Delaware,698,687,1385,897934
2010-08,District of Columbia,21,0,21,601723
2010-08,Florida,25610,13532,39142,18801310
2010-08,Georgia,7000,6602,13602,9687653
2010-08,Idaho,1763,3249,5012,1567582
2010-08,Illinois,8621,8960,17581,12830632
2010-08,Indiana,9467,8859,18326,6483802
2010-08,Iowa,40,2496,2536,3046355
2010-08,Kansas,4222,4949,9171,2853118
2010-08,Kentucky,5882,6494,12376,4339367
2010-08,Louisiana,7036,9750,16786,4533372
2010-08,Maine,1751,3005,4756,1328361
2010-08,Maryland,3378,3256,6634,5773552
2010-08,Massachusetts,2805,1673,4478,6547629
2010-08,Michigan,1266,9877,11143,9883640
2010-08,Minnesota,4782,10143,14925,5303925
2010-08,Mississippi,3999,5824,9823,2967297
2010-08,Missouri,11357,10602,21959,5988927
2010-08,Montana,2443,3940,6383,989415
2010-08,Nebraska,51,2127,2178,1826341
2010-08,Nevada,3608,2911,6519,2700551
2010-08,New Hampshire,2247,2050,4297,1316470
2010-08,New Jersey,1975,1746,3721,8791894
2010-08,New Mexico,3488,3155,6643,2059179
2010-08,New York,4713,10271,14984,19378102
2010-08,North Carolina,223,9248,9471,9535483
2010-08,North Dakota,805,2342,3147,672591
2010-08,Ohio,14235,11330,25565,11536504
2010-08,Oklahoma,7200,6992,14192,3751351
2010-08,Oregon,6148,6995,13143,3831074
2010-08,Pennsylvania,0,47082,47082,12702379
2010-08,Rhode Island,586,479,1065,1052567
2010-08,South Carolina,4466,4578,9044,4625364
2010-08,South Dakota,1270,3064,4334,814180
2010-08,Tennessee,12546,10049,22595,6346105
2010-08,Texas,25618,30875,56493,25145561
2010-08,Utah,1873,2778,4651,2763885
2010-08,Vermont,693,964,1657,625741
2010-08,Virginia,11857,10207,22064,8001024
2010-08,Washington,9030,7578,16608,6724540
2010-08,West Virginia,3601,4766,8367,1852994
2010-08,Wisconsin,5110,9711,14821,5686986
2010-08,Wyoming,1160,1636,2796,563626
2010-07,Alabama,8451,7714,16165,4779736
2010-07,Arizona,6933,4405,11338,6392017
2010-07,Arkansas,3377,3587,6964,2915918
2010-07,California,19019,19505,38524,37253956
2010-07,Colorado,9883,8632,18515,5029196
2010-07,Connecticut,3522,2507,6029,3574097
2010-07,Delaware,680,557,1237,897934
2010-07,District of Columbia,31,0,31,601723
2010-07,Florida,25729,12007,37736,18801310
2010-07,Georgia,6734,4676,11410,9687653
2010-07,Idaho,1638,2511,4149,1567582
2010-07,Illinois,7950,6957,14907,12830632
2010-07,Indiana,7672,6279,13951,6483802
2010-07,Iowa,50,1700,1750,3046355
2010-07,Kansas,3951,3402,7353,2853118
2010-07,Kentucky,5885,5426,11311,4339367
2010-07,Louisiana,6805,6112,12917,4533372
2010-07,Maine,1583,2207,3790,1328361
2010-07,Maryland,3147,2703,5850,5773552
2010-07,Massachusetts,2412,1491,3903,6547629
2010-07,Michigan,1264,6504,7768,9883640
2010-07,Minnesota,4091,6283,10374,5303925
2010-07,Mississippi,3685,3750,7435,2967297
2010-07,Missouri,10845,7545,18390,5988927
2010-07,Montana,1957,2960,4917,989415
2010-07,Nebraska,79,1348,1427,1826341
2010-07,Nevada,3329,2336,5665,2700551
2010-07,New Hampshire,2152,2137,4289,1316470
2010-07,New Jersey,2107,1547,3654,8791894
2010-07,New Mexico,3225,2778,6003,2059179
2010-07,New York,4496,8367,12863,19378102
2010-07,North Carolina,240,7092,7332,9535483
2010-07,North Dakota,676,1728,2404,672591
2010-07,Ohio,14141,9700,23841,11536504
2010-07,Oklahoma,6836,5338,12174,3751351
2010-07,Oregon,5966,5944,11910,3831074
2010-07,Pennsylvania,2,42637,42639,12702379
2010-07,Rhode Island,543,375,918,1052567
2010-07,South Carolina,4637,3180,7817,4625364
2010-07,South Dakota,1185,2234,3419,814180
2010-07,Tennessee,12405,8038,20443,6346105
2010-07,Texas,25133,21903,47036,25145561
2010-07,Utah,1906,2291,4197,2763885
2010-07,Vermont,680,800,1480,625741
2010-07,Virginia,12207,8592,20799,8001024
2010-07,Washington,8360,6550,14910,6724540
2010-07,West Virginia,3387,3690,7077,1852994
2010-07,Wisconsin,4188,6434,10622,5686986
2010-07,Wyoming,1023,1294,2317,563626
2010-06,Alabama,8251,6608,14859,4779736
2010-06,Arizona,6144,4484,10628,6392017
2010-06,Arkansas,3409,3134,6543,2915918
2010-06,California,17778,18802,36580,37253956
2010-06,Colorado,9795,8378,18173,5029196
2010-06,Connecticut,3644,2989,6633,3574097
2010-06,Delaware,645,524,1169,897934
2010-06,District of Columbia,19,2,21,601723
2010-06,Florida,24424,11565,35989,18801310
2010-06,Georgia,6093,4332,10425,9687653
2010-06,Idaho,1681,2762,4443,1567582
2010-06,Illinois,7818,6701,14519,12830632
2010-06,Indiana,7950,6307,14257,6483802
2010-06,Iowa,54,1938,1992,3046355
2010-06,Kansas,3638,3443,7081,2853118
2010-06,Kentucky,5223,4634,9857,4339367
2010-06,Louisiana,6170,5091,11261,4533372
2010-06,Maine,1796,2188,3984,1328361
2010-06,Maryland,2898,2663,5561,5773552
2010-06,Massachusetts,2387,1464,3851,6547629
2010-06,Michigan,1312,6790,8102,9883640
2010-06,Minnesota,4255,6687,10942,5303925
2010-06,Mississippi,3282,3117,6399,2967297
2010-06,Missouri,11293,7782,19075,5988927
2010-06,Montana,1979,3358,5337,989415
2010-06,Nebraska,66,1473,1539,1826341
2010-06,Nevada,3399,2595,5994,2700551
2010-06,New Hampshire,2075,1890,3965,1316470
2010-06,New Jersey,2159,1552,3711,8791894
2010-06,New Mexico,3141,2767,5908,2059179
2010-06,New York,5010,8535,13545,19378102
2010-06,North Carolina,226,6657,6883,9535483
2010-06,North Dakota,686,1741,2427,672591
2010-06,Ohio,12808,8904,21712,11536504
2010-06,Oklahoma,6406,4550,10956,3751351
2010-06,Oregon,6223,6549,12772,3831074
2010-06,Pennsylvania,0,42880,42880,12702379
2010-06,Rhode Island,531,433,964,1052567
2010-06,South Carolina,4560,2818,7378,4625364
2010-06,South Dakota,1177,2174,3351,814180
2010-06,Tennessee,11699,6858,18557,6346105
2010-06,Texas,24420,19503,43923,25145561
2010-06,Utah,1910,2565,4475,2763885
2010-06,Vermont,684,716,1400,625741
2010-06,Virginia,9347,6917,16264,8001024
2010-06,Washington,9015,7126,16141,6724540
2010-06,West Virginia,3599,3615,7214,1852994
2010-06,Wisconsin,4254,6869,11123,5686986
2010-06,Wyoming,1156,1439,2595,563626
2010-05,Alabama,8028,6946,14974,4779736
2010-05,Arizona,7261,4744,12005,6392017
2010-05,Arkansas,3353,3225,6578,2915918
2010-05,California,19464,20997,40461,37253956
2010-05,Colorado,10056,8534,18590,5029196
2010-05,Connecticut,3574,2706,6280,3574097
2010-05,Delaware,640,541,1181,897934
2010-05,District of Columbia,24,1,25,601723
2010-05,Florida,25428,11640,37068,18801310
2010-05,Georgia,6477,4553,11030,9687653
2010-05,Idaho,1868,2970,4838,1567582
2010-05,Illinois,8304,7071,15375,12830632
2010-05,Indiana,7761,6257,14018,6483802
2010-05,Iowa,44,1732,1776,3046355
2010-05,Kansas,3782,3634,7416,2853118
2010-05,Kentucky,5486,5056,10542,4339367
2010-05,Louisiana,6047,4511,10558,4533372
2010-05,Maine,1685,2206,3891,1328361
2010-05,Maryland,3220,2724,5944,5773552
2010-05,Massachusetts,2501,1443,3944,6547629
2010-05,Michigan,1552,7455,9007,9883640
2010-05,Minnesota,4672,6238,10910,5303925
2010-05,Mississippi,3540,3054,6594,2967297
2010-05,Missouri,10851,7698,18549,5988927
2010-05,Montana,1977,3426,5403,989415
2010-05,Nebraska,100,1387,1487,1826341
2010-05,Nevada,3919,2883,6802,2700551
2010-05,New Hampshire,2021,1857,3878,1316470
2010-05,New Jersey,2189,1646,3835,8791894
2010-05,New Mexico,3385,2792,6177,2059179
2010-05,New York,4774,8957,13731,19378102
2010-05,North Carolina,206,7040,7246,9535483
2010-05,North Dakota,744,1874,2618,672591
2010-05,Ohio,14214,9410,23624,11536504
2010-05,Oklahoma,7131,4952,12083,3751351
2010-05,Oregon,6477,7125,13602,3831074
2010-05,Pennsylvania,0,41483,41483,12702379
2010-05,Rhode Island,569,393,962,1052567
2010-05,South Carolina,4641,2845,7486,4625364
2010-05,South Dakota,1309,2218,3527,814180
2010-05,Tennessee,11886,6961,18847,6346105
2010-05,Texas,24476,19923,44399,25145561
2010-05,Utah,2192,2682,4874,2763885
2010-05,Vermont,761,826,1587,625741
2010-05,Virginia,15652,11525,27177,8001024
2010-05,Washington,9214,7521,16735,6724540
2010-05,West Virginia,3498,3594,7092,1852994
2010-05,Wisconsin,4439,6821,11260,5686986
2010-05,Wyoming,1193,1687,2880,563626
2010-04,Alabama,8727,8095,16822,4779736
2010-04,Arizona,7787,5097,12884,6392017
2010-04,Arkansas,3865,3833,7698,2915918
2010-04,California,26170,27650,53820,37253956
2010-04,Colorado,10998,9403,20401,5029196
2010-04,Connecticut,3994,3098,7092,3574097
2010-04,Delaware,772,626,1398,897934
2010-04,District of Columbia,29,1,30,601723
2010-04,Florida,26817,12952,39769,18801310
2010-04,Georgia,7215,4897,12112,9687653
2010-04,Idaho,1982,3133,5115,1567582
2010-04,Illinois,8557,8005,16562,12830632
2010-04,Indiana,8149,7473,15622,6483802
2010-04,Iowa,37,2442,2479,3046355
2010-04,Kansas,4268,4182,8450,2853118
2010-04,Kentucky,6274,6352,12626,4339367
2010-04,Louisiana,6363,4992,11355,4533372
2010-04,Maine,2078,2575,4653,1328361
2010-04,Maryland,3671,3136,6807,5773552
2010-04,Massachusetts,2791,1778,4569,6547629
2010-04,Michigan,1636,8860,10496,9883640
2010-04,Minnesota,5514,9001,14515,5303925
2010-04,Mississippi,3883,3256,7139,2967297
2010-04,Missouri,11550,9599,21149,5988927
2010-04,Montana,2172,3824,5996,989415
2010-04,Nebraska,87,1637,1724,1826341
2010-04,Nevada,4284,3138,7422,2700551
2010-04,New Hampshire,2592,2392,4984,1316470
2010-04,New Jersey,2322,1820,4142,8791894
2010-04,New Mexico,3469,3251,6720,2059179
2010-04,New York,5313,11554,16867,19378102
2010-04,North Carolina,203,7514,7717,9535483
2010-04,North Dakota,888,2004,2892,672591
2010-04,Ohio,17333,11342,28675,11536504
2010-04,Oklahoma,8038,6220,14258,3751351
2010-04,Oregon,7445,8065,15510,3831074
2010-04,Pennsylvania,1,49644,49645,12702379
2010-04,Rhode Island,633,483,1116,1052567
2010-04,South Carolina,5313,3336,8649,4625364
2010-04,South Dakota,1396,2785,4181,814180
2010-04,Tennessee,12533,8066,20599,6346105
2010-04,Texas,24481,21343,45824,25145561
2010-04,Utah,2379,2996,5375,2763885
2010-04,Vermont,830,1181,2011,625741
2010-04,Virginia,25259,18158,43417,8001024
2010-04,Washington,10384,7986,18370,6724540
2010-04,West Virginia,3927,4534,8461,1852994
2010-04,Wisconsin,5414,10701,16115,5686986
2010-04,Wyoming,1295,1700,2995,563626
2010-03,Alabama,11242,10951,22193,4779736
2010-03,Arizona,7463,5783,13246,6392017
2010-03,Arkansas,5632,5082,10714,2915918
2010-03,California,23487,25449,48936,37253956
2010-03,Colorado,12245,11297,23542,5029196
2010-03,Connecticut,4842,3959,8801,3574097
2010-03,Delaware,1024,790,1814,897934
2010-03,District of Columbia,38,1,39,601723
2010-03,Florida,32241,16265,48506,18801310
2010-03,Georgia,10166,7367,17533,9687653
2010-03,Idaho,2240,3694,5934,1567582
2010-03,Illinois,11425,11398,22823,12830632
2010-03,Indiana,12071,10378,22449,6483802
2010-03,Iowa,73,4220,4293,3046355
2010-03,Kansas,6180,5547,11727,2853118
2010-03,Kentucky,8521,8143,16664,4339367
2010-03,Louisiana,8470,7264,15734,4533372
2010-03,Maine,2495,3053,5548,1328361
2010-03,Maryland,4343,3889,8232,5773552
2010-03,Massachusetts,3401,2105,5506,6547629
2010-03,Michigan,2199,11678,13877,9883640
2010-03,Minnesota,6581,10129,16710,5303925
2010-03,Mississippi,5106,5257,10363,2967297
2010-03,Missouri,15617,12253,27870,5988927
2010-03,Montana,2383,4352,6735,989415
2010-03,Nebraska,62,2201,2263,1826341
2010-03,Nevada,4820,3390,8210,2700551
2010-03,New Hampshire,2791,2354,5145,1316470
2010-03,New Jersey,2707,2159,4866,8791894
2010-03,New Mexico,4443,4068,8511,2059179
2010-03,New York,6093,12810,18903,19378102
2010-03,North Carolina,281,9850,10131,9535483
2010-03,North Dakota,1108,2342,3450,672591
2010-03,Ohio,21508,14073,35581,11536504
2010-03,Oklahoma,8887,7274,16161,3751351
2010-03,Oregon,8050,9568,17618,3831074
2010-03,Pennsylvania,1,65524,65525,12702379
2010-03,Rhode Island,803,636,1439,1052567
2010-03,South Carolina,7391,4645,12036,4625364
2010-03,South Dakota,1715,3283,4998,814180
