month,state,handgun,long_gun,total,population
2004-02,Ohio,14570,13324,27894,11536504
2004-02,Oklahoma,5264,7160,12424,3751351
2004-02,Oregon,4340,7361,11701,3831074
2004-02,Pennsylvania,0,39844,39844,12702379
2004-02,Rhode Island,344,384,728,1052567
2004-02,South Carolina,4146,4322,8468,4625364
2004-02,South Dakota,900,2391,3291,814180
2004-02,Tennessee,9005,10213,19218,6346105
2004-02,Texas,15878,21682,37560,25145561
2004-02,Utah,1899,3456,5355,2763885
2004-02,Vermont,538,953,1491,625741
2004-02,Virginia,7757,9311,17068,8001024
2004-02,Washington,5203,6486,11689,6724540
2004-02,West Virginia,3229,4858,8087,1852994
2004-02,Wisconsin,4392,10943,15335,5686986
2004-02,Wyoming,787,1323,2110,563626
2004-01,Alabama,6917,9253,16170,4779736
2004-01,Arizona,4692,4882,9574,6392017
2004-01,Arkansas,3063,6622,9685,2915918
2004-01,California,15308,16138,31446,37253956
2004-01,Colorado,5320,7515,12835,5029196
2004-01,Connecticut,2205,2228,4433,3574097
2004-01,Delaware,413,779,1192,897934
2004-01,District of Columbia,0,0,0,601723
2004-01,Florida,12341,12444,24785,18801310
2004-01,Georgia,6775,9566,16341,9687653
2004-01,Idaho,1060,2211,3271,1567582
2004-01,Illinois,5216,7751,12967,12830632
2004-01,Indiana,6071,8040,14111,6483802
2004-01,Iowa,27,2872,2899,3046355
2004-01,Kansas,2319,4941,7260,2853118
2004-01,Kentucky,6515,9414,15929,4339367
2004-01,Louisiana,4339,6433,10772,4533372
2004-01,Maine,1082,1987,3069,1328361
2004-01,Maryland,61,3185,3246,5773552
2004-01,Massachusetts,1960,1398,3358,6547629
2004-01,Michigan,2450,10514,12964,9883640
2004-01,Minnesota,3431,6430,9861,5303925
2004-01,Mississippi,3384,5481,8865,2967297
2004-01,Missouri,3396,10698,14094,5988927
2004-01,Montana,1125,2444,3569,989415
2004-01,Nebraska,14,1860,1874,1826341
2004-01,Nevada,2080,2053,4133,2700551
2004-01,New Hampshire,1103,1900,3003,1316470
2004-01,New Jersey,1204,1904,3108,8791894
2004-01,New Mexico,2108,2943,5051,2059179
2004-01,New York,993,6345,7338,19378102
2004-01,North Carolina,218,10901,11119,9535483
2004-01,North Dakota,404,1369,1773,672591
2004-01,Ohio,10852,12738,23590,11536504
2004-01,Oklahoma,4326,6882,11208,3751351
2004-01,Oregon,3915,6612,10527,3831074
2004-01,Pennsylvania,0,37717,37717,12702379
2004-01,Rhode Island,344,387,731,1052567
2004-01,South Carolina,3469,4436,7905,4625364
2004-01,South Dakota,694,2141,2835,814180
2004-01,Tennessee,8506,10041,18547,6346105
2004-01,Texas,14105,23163,37268,25145561
2004-01,Utah,1490,2880,4370,2763885
2004-01,Vermont,368,739,1107,625741
2004-01,Virginia,6537,9530,16067,8001024
2004-01,Washington,4479,5873,10352,6724540
2004-01,West Virginia,2758,4887,7645,1852994
2004-01,Wisconsin,3485,8366,11851,5686986
2004-01,Wyoming,636,1286,1922,563626
2003-12,Alabama,7474,24528,32002,4779736
2003-12,Arizona,5503,8313,13816,6392017
2003-12,Arkansas,3545,15259,18804,2915918
2003-12,California,15670,23774,39444,37253956
2003-12,Colorado,6667,12922,19589,5029196
2003-12,Connecticut,2309,3034,5343,3574097
2003-12,Delaware,440,1801,2241,897934
2003-12,District of Columbia,2,0,2,601723
2003-12,Florida,13243,23434,36677,18801310
2003-12,Georgia,7767,23368,31135,9687653
2003-12,Idaho,1444,4939,6383,1567582
2003-12,Illinois,5549,12997,18546,12830632
2003-12,Indiana,5948,15622,21570,6483802
2003-12,Iowa,34,7760,7794,3046355
2003-12,Kansas,2293,9759,12052,2853118
2003-12,Kentucky,7530,20180,27710,4339367
2003-12,Louisiana,5331,18701,24032,4533372
2003-12,Maine,1004,3662,4666,1328361
2003-12,Maryland,46,6658,6704,5773552
2003-12,Massachusetts,1866,1741,3607,6547629
2003-12,Michigan,2790,24013,26803,9883640
2003-12,Minnesota,3733,12368,16101,5303925
2003-12,Mississippi,3764,16441,20205,2967297
2003-12,Missouri,3638,20544,24182,5988927
2003-12,Montana,1675,5057,6732,989415
2003-12,Nebraska,21,4864,4885,1826341
2003-12,Nevada,2187,3465,5652,2700551
2003-12,New Hampshire,1130,2547,3677,1316470
2003-12,New Jersey,1152,2836,3988,8791894
2003-12,New Mexico,2270,5100,7370,2059179
2003-12,New York,626,12525,13151,19378102
2003-12,North Carolina,224,26027,26251,9535483
2003-12,North Dakota,476,2460,2936,672591
2003-12,Ohio,9941,25472,35413,11536504
2003-12,Oklahoma,4872,14608,19480,3751351
2003-12,Oregon,4850,11969,16819,3831074
2003-12,Pennsylvania,0,48476,48476,12702379
2003-12,Rhode Island,306,510,816,1052567
2003-12,South Carolina,3996,11223,15219,4625364
2003-12,South Dakota,825,4184,5009,814180
2003-12,Tennessee,9314,21419,30733,6346105
2003-12,Texas,16771,53068,69839,25145561
2003-12,Utah,2228,7630,9858,2763885
2003-12,Vermont,480,1253,1733,625741
2003-12,Virginia,7625,20025,27650,8001024
2003-12,Washington,5084,10261,15345,6724540
2003-12,West Virginia,3347,9867,13214,1852994
2003-12,Wisconsin,4513,15366,19879,5686986
2003-12,Wyoming,1066,2615,3681,563626
2003-11,Alabama,5181,16188,21369,4779736
2003-11,Arizona,3924,4970,8894,6392017
2003-11,Arkansas,2274,11873,14147,2915918
2003-11,California,13173,18263,31436,37253956
2003-11,Colorado,5104,9144,14248,5029196
2003-11,Connecticut,1714,2835,4549,3574097
2003-11,Delaware,360,1560,1920,897934
2003-11,District of Columbia,1,0,1,601723
2003-11,Florida,10373,15492,25865,18801310
2003-11,Georgia,5179,14026,19205,9687653
2003-11,Idaho,990,3153,4143,1567582
2003-11,Illinois,4628,11333,15961,12830632
2003-11,Indiana,4872,14289,19161,6483802
2003-11,Iowa,16,6792,6808,3046355
2003-11,Kansas,2054,8730,10784,2853118
2003-11,Kentucky,5442,14539,19981,4339367
2003-11,Louisiana,3469,13057,16526,4533372
2003-11,Maine,965,3958,4923,1328361
2003-11,Maryland,53,7057,7110,5773552
2003-11,Massachusetts,1582,1905,3487,6547629
2003-11,Michigan,2189,24735,26924,9883640
2003-11,Minnesota,2736,12900,15636,5303925
2003-11,Mississippi,2700,12967,15667,2967297
2003-11,Missouri,2971,17993,20964,5988927
2003-11,Montana,935,3540,4475,989415
2003-11,Nebraska,13,4235,4248,1826341
2003-11,Nevada,1756,2333,4089,2700551
2003-11,New Hampshire,1027,2730,3757,1316470
2003-11,New Jersey,1172,2849,4021,8791894
2003-11,New Mexico,1614,3480,5094,2059179
2003-11,New York,575,13967,14542,19378102
2003-11,North Carolina,174,18149,18323,9535483
2003-11,North Dakota,338,2547,2885,672591
2003-11,Ohio,7821,24729,32550,11536504
2003-11,Oklahoma,3315,10773,14088,3751351
2003-11,Oregon,3762,7957,11719,3831074
2003-11,Pennsylvania,0,54412,54412,12702379
2003-11,Rhode Island,320,518,838,1052567
2003-11,South Carolina,2778,6824,9602,4625364
2003-11,South Dakota,552,3993,4545,814180
2003-11,Tennessee,7170,15346,22516,6346105
2003-11,Texas,11348,31950,43298,25145561
2003-11,Utah,1551,4317,5868,2763885
2003-11,Vermont,454,1689,2143,625741
2003-11,Virginia,5855,16862,22717,8001024
2003-11,Washington,4094,7070,11164,6724540
2003-11,West Virginia,2282,10165,12447,1852994
2003-11,Wisconsin,3793,18558,22351,5686986
2003-11,Wyoming,631,1608,2239,563626
2003-10,Alabama,5265,11236,16501,4779736
2003-10,Arizona,3910,5315,9225,6392017
2003-10,Arkansas,2403,10053,12456,2915918
2003-10,California,13202,17037,30239,37253956
2003-10,Colorado,5435,10507,15942,5029196
2003-10,Connecticut,2415,3238,5653,3574097
2003-10,Delaware,427,1229,1656,897934
2003-10,District of Columbia,1,0,1,601723
2003-10,Florida,11125,13806,24931,18801310
2003-10,Georgia,5558,14815,20373,9687653
2003-10,Idaho,1002,3977,4979,1567582
2003-10,Illinois,4591,9412,14003,12830632
2003-10,Indiana,5444,10865,16309,6483802
2003-10,Iowa,22,5711,5733,3046355
2003-10,Kansas,2152,6951,9103,2853118
2003-10,Kentucky,5424,13224,18648,4339367
2003-10,Louisiana,3801,12695,16496,4533372
2003-10,Maine,1205,6691,7896,1328361
2003-10,Maryland,50,5279,5329,5773552
2003-10,Massachusetts,1880,1953,3833,6547629
2003-10,Michigan,2524,22569,25093,9883640
2003-10,Minnesota,3398,20092,23490,5303925
2003-10,Mississippi,2782,8624,11406,2967297
2003-10,Missouri,4651,16454,21105,5988927
2003-10,Montana,1361,6379,7740,989415
2003-10,Nebraska,17,3786,3803,1826341
2003-10,Nevada,1920,2298,4218,2700551
2003-10,New Hampshire,1117,3211,4328,1316470
2003-10,New Jersey,1247,2338,3585,8791894
2003-10,New Mexico,2000,3650,5650,2059179
2003-10,New York,703,13798,14501,19378102
2003-10,North Carolina,200,15040,15240,9535483
2003-10,North Dakota,337,4141,4478,672591
2003-10,Ohio,7714,16537,24251,11536504
2003-10,Oklahoma,3509,8890,12399,3751351
2003-10,Oregon,3465,8995,12460,3831074
2003-10,Pennsylvania,1,50591,50592,12702379
2003-10,Rhode Island,360,507,867,1052567
2003-10,South Carolina,2797,5902,8699,4625364
2003-10,South Dakota,583,6168,6751,814180
2003-10,Tennessee,6970,11580,18550,6346105
2003-10,Texas,11617,32404,44021,25145561
2003-10,Utah,1288,4301,5589,2763885
2003-10,Vermont,529,2075,2604,625741
2003-10,Virginia,6184,13713,19897,8001024
2003-10,Washington,4388,8601,12989,6724540
2003-10,West Virginia,2391,9284,11675,1852994
2003-10,Wisconsin,4460,19541,24001,5686986
2003-10,Wyoming,607,1773,2380,563626
2003-09,Alabama,4879,9491,14370,4779736
2003-09,Arizona,4034,5028,9062,6392017
2003-09,Arkansas,2278,7639,9917,2915918
2003-09,California,13216,17304,30520,37253956
2003-09,Colorado,5315,8800,14115,5029196
2003-09,Connecticut,1750,2255,4005,3574097
2003-09,Delaware,382,868,1250,897934
2003-09,District of Columbia,0,0,0,601723
2003-09,Florida,10963,11116,22079,18801310
2003-09,Georgia,5152,10463,15615,9687653
2003-09,Idaho,1119,4247,5366,1567582
2003-09,Illinois,4045,7990,12035,12830632
2003-09,Indiana,1297,4641,5938,6483802
2003-09,Iowa,17,3882,3899,3046355
2003-09,Kansas,1733,5248,6981,2853118
2003-09,Kentucky,4742,9316,14058,4339367
2003-09,Louisiana,3865,9886,13751,4533372
2003-09,Maine,1101,4496,5597,1328361
2003-09,Maryland,71,3833,3904,5773552
2003-09,Massachusetts,1835,1534,3369,6547629
2003-09,Michigan,2212,19309,21521,9883640
2003-09,Minnesota,3457,18529,21986,5303925
2003-09,Mississippi,2567,6019,8586,2967297
2003-09,Missouri,3577,11928,15505,5988927
2003-09,Montana,1235,4878,6113,989415
2003-09,Nebraska,16,2548,2564,1826341
2003-09,Nevada,1632,2012,3644,2700551
2003-09,New Hampshire,1251,2670,3921,1316470
2003-09,New Jersey,1171,1862,3033,8791894
2003-09,New Mexico,1563,3233,4796,2059179
2003-09,New York,673,11066,11739,19378102
2003-09,North Carolina,174,10583,10757,9535483
2003-09,North Dakota,356,3293,3649,672591
2003-09,Ohio,7135,14317,21452,11536504
2003-09,Oklahoma,2909,6795,9704,3751351
2003-09,Oregon,4027,10257,14284,3831074
2003-09,Pennsylvania,0,43246,43246,12702379
2003-09,Rhode Island,307,434,741,1052567
2003-09,South Carolina,2683,5115,7798,4625364
2003-09,South Dakota,633,4100,4733,814180
2003-09,Tennessee,6458,9642,16100,6346105
2003-09,Texas,11235,34575,45810,25145561
2003-09,Utah,1412,4277,5689,2763885
2003-09,Vermont,519,1665,2184,625741
2003-09,Virginia,5033,9747,14780,8001024
2003-09,Washington,3843,7985,11828,6724540
2003-09,West Virginia,2172,5981,8153,1852994
2003-09,Wisconsin,3780,16527,20307,5686986
2003-09,Wyoming,648,1991,2639,563626
2003-08,Alabama,5276,8017,13293,4779736
2003-08,Arizona,3586,5533,9119,6392017
2003-08,Arkansas,2369,5973,8342,2915918
2003-08,California,12887,18847,31734,37253956
2003-08,Colorado,5841,8549,14390,5029196
2003-08,Connecticut,1846,1921,3767,3574097
2003-08,Delaware,378,842,1220,897934
2003-08,District of Columbia,0,0,0,601723
2003-08,Florida,11341,11389,22730,18801310
2003-08,Georgia,5614,9367,14981,9687653
2003-08,Idaho,1026,3036,4062,1567582
2003-08,Illinois,3676,7798,11474,12830632
2003-08,Indiana,1309,4540,5849,6483802
2003-08,Iowa,20,2588,2608,3046355
2003-08,Kansas,1693,4820,6513,2853118
2003-08,Kentucky,4985,9265,14250,4339367
2003-08,Louisiana,3858,7446,11304,4533372
2003-08,Maine,1033,2905,3938,1328361
2003-08,Maryland,59,3700,3759,5773552
2003-08,Massachusetts,1515,1168,2683,6547629
2003-08,Michigan,1951,12482,14433,9883640
2003-08,Minnesota,3541,10999,14540,5303925
2003-08,Mississippi,2792,6380,9172,2967297
2003-08,Missouri,2453,10965,13418,5988927
2003-08,Montana,1330,3493,4823,989415
2003-08,Nebraska,17,2079,2096,1826341
2003-08,Nevada,1985,2275,4260,2700551
2003-08,New Hampshire,1189,2221,3410,1316470
2003-08,New Jersey,1259,1801,3060,8791894
2003-08,New Mexico,1974,3230,5204,2059179
2003-08,New York,590,7318,7908,19378102
2003-08,North Carolina,177,11499,11676,9535483
2003-08,North Dakota,307,2074,2381,672591
2003-08,Ohio,6661,13645,20306,11536504
2003-08,Oklahoma,3683,6759,10442,3751351
2003-08,Oregon,3755,7374,11129,3831074
2003-08,Pennsylvania,0,37474,37474,12702379
2003-08,Rhode Island,298,348,646,1052567
2003-08,South Carolina,2832,5076,7908,4625364
2003-08,South Dakota,544,2922,3466,814180
2003-08,Tennessee,7127,11123,18250,6346105
2003-08,Texas,12032,32370,44402,25145561
2003-08,Utah,1375,3315,4690,2763885
2003-08,Vermont,491,1134,1625,625741
2003-08,Virginia,5851,9346,15197,8001024
2003-08,Washington,4017,6595,10612,6724540
2003-08,West Virginia,2407,4363,6770,1852994
2003-08,Wisconsin,3199,10185,13384,5686986
2003-08,Wyoming,587,1412,1999,563626
2003-07,Alabama,4780,5391,10171,4779736
2003-07,Arizona,3580,3651,7231,6392017
2003-07,Arkansas,2064,3568,5632,2915918
2003-07,California,12906,14736,27642,37253956
2003-07,Colorado,4654,5542,10196,5029196
2003-07,Connecticut,1821,1646,3467,3574097
2003-07,Delaware,357,597,954,897934
2003-07,District of Columbia,3,0,3,601723
2003-07,Florida,9731,8767,18498,18801310
2003-07,Georgia,4862,6014,10876,9687653
2003-07,Idaho,888,1977,2865,1567582
2003-07,Illinois,3376,5435,8811,12830632
2003-07,Indiana,1121,2653,3774,6483802
2003-07,Iowa,25,1545,1570,3046355
2003-07,Kansas,1385,2672,4057,2853118
2003-07,Kentucky,4551,5626,10177,4339367
2003-07,Louisiana,3829,4505,8334,4533372
2003-07,Maine,840,1811,2651,1328361
2003-07,Maryland,65,2531,2596,5773552
2003-07,Massachusetts,1342,1028,2370,6547629
2003-07,Michigan,1832,8405,10237,9883640
2003-07,Minnesota,3476,5959,9435,5303925
2003-07,Mississippi,2525,3351,5876,2967297
2003-07,Missouri,2388,7106,9494,5988927
2003-07,Montana,1167,2483,3650,989415
2003-07,Nebraska,9,1185,1194,1826341
2003-07,Nevada,1776,1638,3414,2700551
2003-07,New Hampshire,950,1512,2462,1316470
2003-07,New Jersey,1255,1480,2735,8791894
2003-07,New Mexico,1680,2435,4115,2059179
2003-07,New York,564,5098,5662,19378102
2003-07,North Carolina,183,7117,7300,9535483
2003-07,North Dakota,286,1260,1546,672591
2003-07,Ohio,5956,9045,15001,11536504
2003-07,Oklahoma,2966,4189,7155,3751351
2003-07,Oregon,3157,5178,8335,3831074
2003-07,Pennsylvania,1,31603,31604,12702379
2003-07,Rhode Island,303,308,611,1052567
2003-07,South Carolina,2421,2835,5256,4625364
2003-07,South Dakota,537,1791,2328,814180
2003-07,Tennessee,6511,6670,13181,6346105
2003-07,Texas,10515,17305,27820,25145561
2003-07,Utah,1232,2521,3753,2763885
2003-07,Vermont,411,700,1111,625741
2003-07,Virginia,5340,6950,12290,8001024
2003-07,Washington,3688,4852,8540,6724540
2003-07,West Virginia,2024,3298,5322,1852994
2003-07,Wisconsin,2711,6562,9273,5686986
2003-07,Wyoming,541,1082,1623,563626
2003-06,Alabama,4881,4840,9721,4779736
2003-06,Arizona,3286,3512,6798,6392017
2003-06,Arkansas,2193,3361,5554,2915918
2003-06,California,12926,15179,28105,37253956
2003-06,Colorado,4844,5938,10782,5029196
2003-06,Connecticut,1890,1724,3614,3574097
2003-06,Delaware,396,599,995,897934
2003-06,District of Columbia,0,0,0,601723
2003-06,Florida,10197,8621,18818,18801310
2003-06,Georgia,4988,5708,10696,9687653
2003-06,Idaho,932,1936,2868,1567582
2003-06,Illinois,3423,4917,8340,12830632
2003-06,Indiana,1191,2773,3964,6483802
2003-06,Iowa,15,1483,1498,3046355
2003-06,Kansas,1619,2631,4250,2853118
2003-06,Kentucky,4442,5509,9951,4339367
2003-06,Louisiana,3689,3749,7438,4533372
2003-06,Maine,852,1572,2424,1328361
2003-06,Maryland,51,2621,2672,5773552
2003-06,Massachusetts,1598,1066,2664,6547629
2003-06,Michigan,1878,8518,10396,9883640
2003-06,Minnesota,3316,5815,9131,5303925
2003-06,Mississippi,2370,2931,5301,2967297
2003-06,Missouri,2247,6745,8992,5988927
2003-06,Montana,1168,2852,4020,989415
2003-06,Nebraska,6,1121,1127,1826341
2003-06,Nevada,1537,1502,3039,2700551
2003-06,New Hampshire,946,1485,2431,1316470
2003-06,New Jersey,1342,1694,3036,8791894
2003-06,New Mexico,1659,2287,3946,2059179
2003-06,New York,532,5150,5682,19378102
2003-06,North Carolina,183,7036,7219,9535483
2003-06,North Dakota,302,1181,1483,672591
2003-06,Ohio,6162,9629,15791,11536504
2003-06,Oklahoma,2961,4057,7018,3751351
2003-06,Oregon,3390,5546,8936,3831074
2003-06,Pennsylvania,0,32385,32385,12702379
2003-06,Rhode Island,309,245,554,1052567
2003-06,South Carolina,2419,2591,5010,4625364
2003-06,South Dakota,541,1740,2281,814180
2003-06,Tennessee,6821,6487,13308,6346105
2003-06,Texas,10791,15749,26540,25145561
2003-06,Utah,1208,2321,3529,2763885
2003-06,Vermont,444,643,1087,625741
2003-06,Virginia,4849,6356,11205,8001024
2003-06,Washington,3494,4983,8477,6724540
2003-06,West Virginia,2058,3204,5262,1852994
2003-06,Wisconsin,2777,6302,9079,5686986
2003-06,Wyoming,602,1085,1687,563626
2003-05,Alabama,5038,4894,9932,4779736
2003-05,Arizona,3829,3671,7500,6392017
2003-05,Arkansas,2345,3385,5730,2915918
2003-05,California,12790,15475,28265,37253956
2003-05,Colorado,5395,6297,11692,5029196
2003-05,Connecticut,2176,1998,4174,3574097
2003-05,Delaware,410,668,1078,897934
2003-05,District of Columbia,0,0,0,601723
2003-05,Florida,10463,8740,19203,18801310
2003-05,Georgia,5149,5705,10854,9687653
2003-05,Idaho,1040,2380,3420,1567582
2003-05,Illinois,4046,5470,9516,12830632
2003-05,Indiana,1388,2875,4263,6483802
2003-05,Iowa,8,1588,1596,3046355
2003-05,Kansas,1503,2859,4362,2853118
2003-05,Kentucky,4825,5779,10604,4339367
2003-05,Louisiana,3708,3602,7310,4533372
2003-05,Maine,965,1900,2865,1328361
2003-05,Maryland,81,2742,2823,5773552
2003-05,Massachusetts,1805,1232,3037,6547629
2003-05,Michigan,2013,9246,11259,9883640
2003-05,Minnesota,3478,5787,9265,5303925
2003-05,Mississippi,2773,2855,5628,2967297
2003-05,Missouri,2568,7361,9929,5988927
2003-05,Montana,1220,3123,4343,989415
2003-05,Nebraska,11,1215,1226,1826341
2003-05,Nevada,1865,1708,3573,2700551
2003-05,New Hampshire,1155,1737,2892,1316470
2003-05,New Jersey,1521,1790,3311,8791894
2003-05,New Mexico,1867,2474,4341,2059179
2003-05,New York,840,5765,6605,19378102
2003-05,North Carolina,199,6913,7112,9535483
2003-05,North Dakota,377,1346,1723,672591
2003-05,Ohio,7040,10300,17340,11536504
2003-05,Oklahoma,3109,4184,7293,3751351
2003-05,Oregon,3675,6415,10090,3831074
2003-05,Pennsylvania,0,36697,36697,12702379
2003-05,Rhode Island,357,317,674,1052567
2003-05,South Carolina,2755,2675,5430,4625364
2003-05,South Dakota,579,1795,2374,814180
2003-05,Tennessee,6585,6410,12995,6346105
2003-05,Texas,11533,16351,27884,25145561
2003-05,Utah,1289,2670,3959,2763885
2003-05,Vermont,465,778,1243,625741
2003-05,Virginia,6093,7371,13464,8001024
2003-05,Washington,4251,5387,9638,6724540
2003-05,West Virginia,2236,3846,6082,1852994
2003-05,Wisconsin,3074,7244,10318,5686986
2003-05,Wyoming,647,1228,1875,563626
2003-04,Alabama,5191,5036,10227,4779736
2003-04,Arizona,4188,3788,7976,6392017
2003-04,Arkansas,2344,3950,6294,2915918
2003-04,California,13667,16560,30227,37253956
2003-04,Colorado,5630,7141,12771,5029196
2003-04,Connecticut,2154,2235,4389,3574097
2003-04,Delaware,477,680,1157,897934
2003-04,District of Columbia,1,0,1,601723
2003-04,Florida,10801,9036,19837,18801310
2003-04,Georgia,4995,5579,10574,9687653
2003-04,Idaho,1068,2730,3798,1567582
2003-04,Illinois,4404,6581,10985,12830632
2003-04,Indiana,1470,3438,4908,6483802
2003-04,Iowa,17,2338,2355,3046355
2003-04,Kansas,1871,3614,5485,2853118
2003-04,Kentucky,4677,7517,12194,4339367
2003-04,Louisiana,3835,3494,7329,4533372
2003-04,Maine,1147,2184,3331,1328361
2003-04,Maryland,53,3307,3360,5773552
2003-04,Massachusetts,1964,1366,3330,6547629
2003-04,Michigan,2247,11257,13504,9883640
2003-04,Minnesota,3013,8812,11825,5303925
2003-04,Mississippi,2724,2992,5716,2967297
2003-04,Missouri,2750,9911,12661,5988927
2003-04,Montana,1397,3470,4867,989415
2003-04,Nebraska,21,1310,1331,1826341
2003-04,Nevada,1753,1967,3720,2700551
2003-04,New Hampshire,1262,2188,3450,1316470
2003-04,New Jersey,1453,1998,3451,8791894
2003-04,New Mexico,1730,2849,4579,2059179
2003-04,New York,892,7714,8606,19378102
2003-04,North Carolina,204,7997,8201,9535483
2003-04,North Dakota,350,1483,1833,672591
2003-04,Ohio,7873,12557,20430,11536504
2003-04,Oklahoma,3653,5336,8989,3751351
2003-04,Oregon,4110,7304,11414,3831074
2003-04,Pennsylvania,0,41427,41427,12702379
2003-04,Rhode Island,372,361,733,1052567
2003-04,South Carolina,2966,2975,5941,4625364
2003-04,South Dakota,671,1902,2573,814180
2003-04,Tennessee,6346,6755,13101,6346105
2003-04,Texas,11189,16365,27554,25145561
2003-04,Utah,1606,2980,4586,2763885
2003-04,Vermont,468,1154,1622,625741
2003-04,Virginia,5386,7671,13057,8001024
2003-04,Washington,4513,6010,10523,6724540
2003-04,West Virginia,2495,4884,7379,1852994
2003-04,Wisconsin,3685,11661,15346,5686986
2003-04,Wyoming,681,1198,1879,563626
2003-03,Alabama,6604,7424,14028,4779736
2003-03,Arizona,4674,4592,9266,6392017
2003-03,Arkansas,3209,5511,8720,2915918
2003-03,California,15102,19430,34532,37253956
2003-03,Colorado,6587,8678,15265,5029196
2003-03,Connecticut,2734,2688,5422,3574097
2003-03,Delaware,529,805,1334,897934
2003-03,District of Columbia,2,0,2,601723
2003-03,Florida,12440,11484,23924,18801310
2003-03,Georgia,6711,8499,15210,9687653
2003-03,Idaho,1277,3027,4304,1567582
2003-03,Illinois,5648,8798,14446,12830632
2003-03,Indiana,2039,4971,7010,6483802
2003-03,Iowa,23,3273,3296,3046355
2003-03,Kansas,2683,4782,7465,2853118
2003-03,Kentucky,6140,9074,15214,4339367
2003-03,Louisiana,5677,5114,10791,4533372
2003-03,Maine,1394,2345,3739,1328361
2003-03,Maryland,90,3816,3906,5773552
2003-03,Massachusetts,2203,1634,3837,6547629
2003-03,Michigan,2723,14080,16803,9883640
2003-03,Minnesota,3907,9836,13743,5303925
2003-03,Mississippi,3781,4824,8605,2967297
2003-03,Missouri,3462,11799,15261,5988927
2003-03,Montana,1620,3417,5037,989415
2003-03,Nebraska,11,1638,1649,1826341
2003-03,Nevada,2559,2331,4890,2700551
2003-03,New Hampshire,1476,2098,3574,1316470
2003-03,New Jersey,1667,2299,3966,8791894
2003-03,New Mexico,2341,3222,5563,2059179
2003-03,New York,930,8418,9348,19378102
2003-03,North Carolina,263,9847,10110,9535483
2003-03,North Dakota,472,1564,2036,672591
2003-03,Ohio,10145,15951,26096,11536504
2003-03,Oklahoma,4060,6182,10242,3751351
2003-03,Oregon,5012,8312,13324,3831074
2003-03,Pennsylvania,0,51962,51962,12702379
2003-03,Rhode Island,387,399,786,1052567
2003-03,South Carolina,3626,4242,7868,4625364
2003-03,South Dakota,849,2463,3312,814180
2003-03,Tennessee,8625,9591,18216,6346105
2003-03,Texas,15167,20186,35353,25145561
2003-03,Utah,1868,3303,5171,2763885
2003-03,Vermont,630,1185,1815,625741
2003-03,Virginia,7622,9514,17136,8001024
2003-03,Washington,5328,7108,12436,6724540
2003-03,West Virginia,3290,5108,8398,1852994
2003-03,Wisconsin,4208,13222,17430,5686986
2003-03,Wyoming,761,1314,2075,563626
2003-02,Alabama,7333,8528,15861,4779736
2003-02,Arizona,5130,4565,9695,6392017
2003-02,Arkansas,3673,6081,9754,2915918
2003-02,California,12325,17170,29495,37253956
2003-02,Colorado,6326,8270,14596,5029196
2003-02,Connecticut,2478,2051,4529,3574097
2003-02,Delaware,442,661,1103,897934
2003-02,District of Columbia,0,0,0,601723
2003-02,Florida,12215,11447,23662,18801310
2003-02,Georgia,7996,10078,18074,9687653
2003-02,Idaho,1230,2651,3881,1567582
2003-02,Illinois,5625,7899,13524,12830632
2003-02,Indiana,1991,4550,6541,6483802
2003-02,Iowa,36,2684,2720,3046355
2003-02,Kansas,2346,4466,6812,2853118
2003-02,Kentucky,7027,9538,16565,4339367
2003-02,Louisiana,5679,5221,10900,4533372
2003-02,Maine,1062,1743,2805,1328361
2003-02,Maryland,81,3582,3663,5773552
2003-02,Massachusetts,1867,1236,3103,6547629
2003-02,Michigan,2496,11718,14214,9883640
2003-02,Minnesota,2793,7133,9926,5303925
2003-02,Mississippi,4472,5373,9845,2967297
2003-02,Missouri,3290,11681,14971,5988927
2003-02,Montana,1223,2582,3805,989415
2003-02,Nebraska,12,1545,1557,1826341
2003-02,Nevada,1916,1984,3900,2700551
2003-02,New Hampshire,1212,1614,2826,1316470
2003-02,New Jersey,1338,1969,3307,8791894
2003-02,New Mexico,2130,3157,5287,2059179
2003-02,New York,878,7132,8010,19378102
2003-02,North Carolina,312,11174,11486,9535483
2003-02,North Dakota,374,1270,1644,672591
2003-02,Ohio,9533,14137,23670,11536504
2003-02,Oklahoma,4464,6925,11389,3751351
2003-02,Oregon,4163,6799,10962,3831074
2003-02,Pennsylvania,0,39530,39530,12702379
2003-02,Rhode Island,374,356,730,1052567
2003-02,South Carolina,4325,4464,8789,4625364
2003-02,South Dakota,836,2158,2994,814180
2003-02,Tennessee,10018,11302,21320,6346105
2003-02,Texas,15836,21130,36966,25145561
2003-02,Utah,1795,3640,5435,2763885
2003-02,Vermont,580,910,1490,625741
2003-02,Virginia,6932,8866,15798,8001024
2003-02,Washington,5077,6342,11419,6724540
2003-02,West Virginia,3044,4715,7759,1852994
2003-02,Wisconsin,3697,9953,13650,5686986
2003-02,Wyoming,685,1268,1953,563626
2003-01,Alabama,6083,8531,14614,4779736
2003-01,Arizona,3990,4064,8054,6392017
2003-01,Arkansas,2733,5854,8587,2915918
2003-01,California,10947,15831,26778,37253956
2003-01,Colorado,5663,7852,13515,5029196
2003-01,Connecticut,2301,2035,4336,3574097
2003-01,Delaware,401,822,1223,897934
